,book_id,elo,original_title
2609,9303,1203.336134439744,Lucy Sullivan is Getting Married
3835,74998,1203.3231437518432,The Magic Faraway Tree
9097,10439703,1203.2806625125827,Aloha from Hell
3608,22435,1203.0422943415888,"The Fabric of the Cosmos: Space, Time and the Texture of Reality"
4215,7743117,1202.8610389440535,Sacré Bleu: A Comedy d'Art
9813,513207,1202.8559993749502,"Star Wars: The Jedi Academy Trilogy, Volume III - Champions of the Force"
1995,180617,1202.7526125387624,Le avventure di Pinocchio
6043,17302495,1202.7272422856845,One Tiny Lie
9792,15677,1202.6701087940107,Strangers on a Train
8738,15732712,1202.5385043589615,One Hundred Names
8531,2530,1202.529570771514,Memorial do Convento
6056,5160,1202.3564387186914,The Heart of a Woman
8405,841973,1202.3195958494914,The Gods of Mars
3581,173526,1202.25939425949,"The Ragamuffin Gospel: Good News for the Bedraggled, Beat-Up, and Burnt Out"
1505,1427,1202.0999380390545,O Zahir
9735,25817528,1201.8886296970868,Be Frank With Me
3997,82747,1201.8412180813314,Angels
8206,31175,1201.806115321555,The Professor
5032,25807,1201.7577704501732,The Postman Always Rings Twice 
9446,112517,1201.724728890244,Rama Revealed: The Ultimate Encounter
3758,4902793,1201.6973761252434,"Sookie Stackhouse, Books 1-7"
2702,10882,1201.6631171070333,Hell's Angels
8022,10765,1201.6207022119067,A Year in the Merde
1522,8525590,1201.6057352376038,Wither
4431,1894269,1201.602931101737,"The Walking Dead, Vol. 8: Made To Suffer"
980,872333,1201.5965058706308,Blue Bloods
9856,10461,1201.524179075319,Desolation Angels
8575,25624089,1201.4892612895917,Killing Reagan
1397,493456,1201.361446693739,Extras
8608,724371,1201.1572639106064,The Lady of Shalott
7310,13258,1201.1543706741686,Notes on a Scandal
712,13414446,1201.0338785767665,Prodigy
1779,8705784,1200.9720400279882,Born at Midnight
8772,441618,1200.8942253140865,Breaking Free
6100,30658,1200.8812402485187,Meditationes de prima philosophia
2804,9615347,1200.86090478814,Anya's Ghost
6779,47618,1200.6856613980854,Sir Thursday
6991,7853137,1200.6700718681348,Think of a Number
9850,784222,1200.5376144629931,???????? 3 
6695,87745,1200.5191048477732,Wish You Well
6581,295649,1200.469431226987,"Bloody Jack: Being an Account of the Curious Adventures of Mary ""Jacky"" Faber, Ship's Boy"
1826,65118,1200.4244382664872,The Hostile Hospital
7983,25953369,1200.381362199061,Hidden Figures: The American Dream and the Untold Story of the Black Women Mathematicians Who Helped Win the Space Race
3707,50144,1200.3810840298418,???? [Kitchen]
9160,1087205,1200.3677818164504,???????? 3
8371,8343444,1200.3130025554572,Daun Yang Jatuh Tak Pernah Membenci Angin
6290,79834,1200.2717115803284,Lust for Life: A Novel of Vincent Van Gogh
450,50398,1200.2372261889964,Northanger Abbey
8723,2187270,1200.214757391504,Waiter Rant: Thanks for the Tip-Confessions of a Cynical Waiter
2472,7497897,1200.0012677202842,
4944,223838,1199.8705592710496,In His Steps
6976,11106458,1199.7121801123587,The Mortal Instrument Series: City of Bones / City of Ashes / City of Glass / City of Fallen Angels
4989,285011,1199.6452088014396,The Negotiator
3968,414895,1199.6306022687727,La planète des singes
6455,219499,1199.5504809133088,The Strange Case of Dr. Jekyll and Mr. Hyde 
9231,400,1199.519100145796,Libra 
1151,13624688,1199.5027862375257,The Time Keeper
9972,849380,1199.3498564421168,The Seven Principles for Making Marriage Work: A Practical Guide from the Country's Foremost Relationship Expert
2365,1715,1199.2222396820894,Metamorphoses
1056,5348,1199.2103797365594,The Testament
4896,9565045,1199.0191542015953,Second Grave on the Left
2534,17465515,1198.8852131408294,Storia del nuovo cognome
2385,9522,1198.6521042592879,
3202,120253,1198.5884507128624,"Good Faeries, Bad Faeries"
5810,15745371,1198.4694458226513,
9479,280125,1198.4586361280597,The Orc King
8654,9476510,1198.3792923291571,Those Guys Have All the Fun: Inside the World of ESPN
9689,772976,1198.3383775913205,Frida Kahlo 1907-1954: Pain and Passion 
8045,13593553,1198.0822452131777,
3234,7108725,1198.0558999840853,Start with Why: How Great Leaders Inspire Everyone to Take Action
1925,69242,1197.991453026694,Made to Stick: Why Some Ideas Survive and Others Die
4723,16099189,1197.9271146560097,The Light in the Ruins
3893,9282,1197.9228913563704,The Smoke Jumper
4858,32626,1197.8551666924934,Books of Blood: Volumes 1-3
1234,55030,1197.7847427868471,Cosmos
25,968,1197.5358122530931,The Da Vinci Code
6199,300226,1197.523487361035,The Naked Face
6534,334286,1197.5016851014548,Equus : a play
8739,78960,1197.3779425169537,Good Wives
6520,368772,1197.2445478042862,The Caine Mutiny
6348,144792,1197.1578700168075,Temple
4253,16158535,1196.9087889327534,A Hundred Summers
4407,12995284,1196.8077678396905,Dreamless
9917,5053547,1196.8030178048646,Trouble in Mudbug
6237,93797,1196.7493707181084,The Unlikely Spy
2426,6697305,1196.6742833418375,Storm Warning
3079,23814,1196.613763171801,King Solomon's Mines
832,5355,1196.549255685519,The Chamber
39,19501,1196.5479980289435,"Eat, pray, love: one woman's search for everything across Italy, India and Indonesia"
8231,10395,1196.5146940096963,How Soccer Explains the World: An Unlikely Theory of Globalization
1747,14756,1196.4614764809294,Goodnight Nobody
8803,1667423,1196.4436086585793,Autumn in Paris
45,43641,1196.3980142712132,Water for Elephants
883,23164983,1196.263508349005,Hollow City
5656,101249,1196.2519542796892,I'm Just Here for the Food: Food + Heat = Cooking
780,24765,1196.2304432969315,Specials
8840,47701,1196.1944865399387,InterWorld
675,15731779,1195.6443318993108,Entwined with You
659,7672,1195.643785601329,Congo
4992,43908,1195.6203760862916,"Shadow of a Dark Queen (The Serpentwar Saga, #1)"
3501,16052012,1195.4816334877144,Flora and Ulysses: The Illuminated Adventures
6729,20575446,1195.1988079669786,In Real Life
97,5060378,1194.898291988316,Flickan som lekte med elden
75,14935,1194.8349320677478,Sense and Sensibility
9203,9854,1194.8156096139166,
8813,4599,1194.7001623532726, Carter Beats the Devil
6480,384597,1194.6880306526532,Arcadia
394,46170,1194.6616326639648,For Whom the Bell Tolls
386,17250,1194.5636219750652,The Crucible
5790,12043770,1194.293350519573,Third Grave Dead Ahead
137,12296,1194.247307215357,The Scarlet Letter
2836,6514074,1194.1959728068466,"Monuments Men: Allied Heroes, Nazi Thieves and the Greatest Treasure Hunt in History "
7033,11469379,1193.8988600782989,A Walk Across the Sun
3719,110331,1193.812277111882,The Federalist
360,18254,1193.6663502114552,Oliver Twist
7883,7006562,1193.6513975496111,Stephen King's N.
170,6969,1193.6501909605056,Emma
353,6149,1193.5718321446418,Beloved
5259,128092,1193.5391158750074,The Pigman
9863,88442,1193.5038344859079,Austerlitz
9941,16074758,1193.4226688661456,Dangerous Girls
8695,251446,1193.4055711574856,Glengarry Glen Ross
6548,7907680,1193.2309015007663,Secrets to the Grave
402,10534,1193.118364165394,???? [S?nzi b?ngf?]
9336,55229,1192.7872286450315,April 1865: The Month That Saved America (P.S.)
7165,18090061,1192.7360816718933,
1267,12987977,1192.6493148710822,Where We Belong
6521,21943246,1192.6418340363996,
7039,15793165,1192.5222496377166,
3958,3134981,1192.3011438372946,Joker
9575,25955,1192.2199745632938,The medium is the massage
5119,647,1192.1255600500883,No Logo
8126,6193,1192.034642320905,Life & Times of Michael K.
6995,64895,1192.0006330545095,Cod: A Biography of the Fish that Changed the World
6426,11824,1191.9418836804314,The Whipping Boy
5764,49234,1191.9370402343998,The Third Chimpanzee: The Evolution and Future of the Human Animal
9706,171201,1191.6611635324496,Wit : A Play
7261,150720,1191.5508299830442,Proof: A Play
6944,42631,1191.4069769458272,Having a Mary Heart in a Martha World: Finding Intimacy With God in the Busyness of Life
6337,93796,1191.2753266188915,The Secret Servant
9065,38529,1191.094235610522,Bite Me If You Can
9307,11306,1191.0714959955685,"The Dark Is Rising Sequence (The Dark Is Rising, #1-5)"
7886,13451,1191.0200582602756,Storm of the Century: An Original Screenplay
3216,171102,1190.8919895244271,The Birth House
8436,10790276,1190.8536560927116,Courageous
9138,5417,1190.730041339048,Three Complete Novels: Carrie/Salem's Lot/The Shining
3385,1470232,1190.6983621156262,Magic Hour
2142,16992,1190.6868170114908,Kingdom Come
9218,5291189,1190.6653301385415,The Hole in Our Gospel: What does God expect of Us?  The Answer that Changed my Life and Might Just Change the World
8626,194618,1190.6387941723044,Ross Poldark
3663,1821571,1190.5421632572145,Snakehead
6314,12331767,1190.5414014882356,High-Rise
8398,79016,1190.514040366272,First Among Equals
7686,8951449,1190.446930600499,
9594,25387202,1190.3773970233722,Star Wars: The Force Awakens
3422,785092,1190.294578720364,Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth
9816,1422250,1190.2583901159167,Vampires are Forever
9085,74270,1190.1787880244835,Luck in the Shadows
8553,13597723,1189.943603443213,The Naturals
4880,102953,1189.7660728229832,Preacher: Proud Americans
4473,18079804,1189.7627840482676,Half Bad
9376,7828781,1189.7021019070157,No Place to Run
8143,18799585,1189.6697488621114,Hidden 
9518,167216,1189.4762122012792,Amy & Isabelle
1833,23751850,1189.3399092713735,The Hypnotist's Love Story
2215,28815474,1189.2714939041673,The Couple Next Door
9686,8534899,1189.232413804164,The Demon Trapper's Daughter
2756,7742,1189.2094486299093,
6956,18228202,1189.0162193301894,Bridge to Haven
8700,280958,1188.9329292157058,
7969,27999,1188.6988635824864,Close Range: Wyoming Stories
6090,21849362,1188.6439378551602,The Shadows
6557,96472,1188.6087061754006,Sundiver
4567,13481275,1188.4687248877565,Lost Lake
7493,17726978,1188.3318688776496,
8820,105189,1188.2695370109284,Relato de un náufrago
6712,18007532,1188.245463130054,An Officer and a Spy
5767,16096514,1188.2311329235588,Crush
6068,78985,1188.2245643529259,Sons of Fortune
5719,19286623,1188.044644355986,Lead
1071,7114761,1188.0216586347333,Heart of the Matter
2110,22374,1187.8713297540323,Batman: Arkham Asylum - A Serious House on Serious Earth
7770,19631,1187.864451231194,Birds of America: Stories
9021,239239,1187.85305964977,The Prestige
7025,337116,1187.801756852996,The Difference Engine
9504,23363874,1187.7140484378986,Reasons To Stay Alive 
7562,85391,1187.597492216542,Rabbit Is Rich
6884,522534,1187.5881173053194,Geisha: A Life
6341,112872,1187.3625948970819,"A Light in the Window (The Mitford Years, #2)"
8570,19552,1187.3484906983297,Essentials of Classic Italian Cooking
5881,13529055,1187.3297257978134,Mortality
5030,18114068,1187.1969286845845,Redeployment
8527,8105569,1187.1393476298556,Oogy: The Dog Only a Family Could Love
8431,3972,1187.1310109360372,Olympos
9321,6261270,1186.7738975033722,"The Noticer: Sometimes, all a person needs is a little perspective."
5123,21853633,1186.7063960787314,First Frost
1780,191113,1186.6311194380864,Don't Let the Pigeon Drive the Bus
9931,16182601,1186.5393309633898,
7887,147844,1186.3967476750038,First Rider's Call
6847,9644151,1186.3331527737184,Ashfall
5050,18646,1186.2907054061873,Galileo's Daughter
7914,23341894,1186.2853292946002,Every Last Word
4741,19095025,1186.143286775338,Play
9259,13237327,1186.039517200736,The Magic (The Secret #3)
9320,8110748,1185.9314845717433,???????1
8664,1034605,1185.867462166085,"The Country Mouse and the City Mouse, The Dog and His Bone, The Fox and the Crow (A Little Golden Book)"
9950,2227371,1185.8182113743005,The Lollipop Shoes
3003,15757434,1185.740112492586,Crash
4742,6441654,1185.7321449645428,"Twilight and Philosophy: Vampires, Vegetarians, and the Pursuit of Immortality (The Blackwell Philosophy and Pop Culture Series)"
4210,12722468,1185.6825880211834,Elizabeth The Queen: The Life Of A Modern Monarch
3092,3438000,1185.5932958463034,?????? ??????
6459,23602473,1185.5435117353152,God Help the Child
7893,3888,1185.419181940538,The America's Test Kitchen Family Cookbook
9487,20821249,1185.3952999800233,Festive in Death
8190,4765642,1185.3736237790024,Stay Hungry Stay Foolish
4825,15730101,1185.247162750403,The Call of Cthulhu
8999,43357,1185.2061812979293,Pretend You Don't See Her
6530,3099780,1185.186152780153,
3493,20881071,1185.1538870870963,The Burning Room
7530,696177,1185.133662931391,????† 1
6107,229145,1185.0346858501564,???????????
8861,23355896,1184.9489842001763,The Bourbon Kings
7769,85622,1184.915848291112,Tales of a Female Nomad: Living at Large in the World
8317,6045456,1184.9038012364824,The Secret Speech
6510,7701275,1184.8964135064778,
5421,28220985,1184.8067273803763,A Great Reckoning
6295,21060,1184.7945895729843,Crown Duel 
9909,714380,1184.7877927236414,The Discoverers: A History of Man's Search to Know His World and Himself
4633,16634,1184.7802057525066,Das Glasperlenspiel
9458,18420,1184.7572888088055,Hands of Light: A Guide to Healing Through the Human Energy Field
6051,6571723,1184.5789253694797,"The Morganville Vampires, Volume 1"
6359,675905,1184.5583681693745,Summer People
8343,21473305,1184.4872161447922,
4941,48467,1184.3706554050493,Wise Blood
7534,18602341,1184.254993257035,The Wicked Will Rise
3325,5212771,1184.1265375013093,Carpe Corpus
4390,80570,1184.0959000389237,Smashed: Story of a Drunken Girlhood
6109,12072362,1184.0600227422076,
8173,1206073,1184.0241651546316,Washington's Crossing
5917,97632,1183.9378388457017,The Debutante Divorcée
3686,3558003,1183.9305291734204,Lord of Misrule
4688,6419566,1183.8704418963537,???????? 1
7377,101869,1183.8367641978725,The Atrocity Archives
8928,2120783,1183.7735187579106,The Post-American World 2.0
4130,425123,1183.7241689252503,"Gone, Baby, Gone"
4413,89284,1183.6606685055583,Assholes Finish First
7145,164323,1183.4058118159653,"The Google Story: Inside the Hottest Business, Media, and Technology Success of Our Time"
9734,20329634,1183.2948040921274,Lines of Departure
7457,51114,1183.2568246561996,Women of the Silk
7957,11889938,1183.1678988943183,Taken
3746,16248311,1183.1550884707142,The Perfume Collector
1299,49465,1183.1437376744293,Those Who Save Us
7326,142395,1183.0087259389804,Samarcande
3433,15835685,1182.9929398766883,Clash
4759,3338544,1182.9737277098864,????? ?? ???? ??? ???????
7809,26097,1182.9517222684588,La lenteur
9554,11942408,1182.8891016974883,??? ??? ?? ???? ????? ?? ???????
2819,3476,1182.8380597524413,Icy Sparks
4734,468070,1182.535009210194,Nigella Express: Good Food Fast
4451,128756,1182.5042977849719,Death du Jour
2520,4004,1182.1128979318303,O Diário de um Mago
6156,23422,1182.0905784803256,The Art of Travel
9608,400906,1181.9016206598849,The White Rose
5285,15811496,1181.75496648233,Cooked: A Natural History of Transformation 
9211,1105093,1181.7231750016083,Braveheart
5827,9293020,1181.710941983609,
3573,7569223,1181.4961463861064,Last Night at Chateau Marmont
4587,92855,1181.4003593297546,First King of Shannara
8136,25828204,1181.3855541175226,
6200,93726,1181.383316457771,Princess in Training
6403,835202,1181.3561065599852,A Chair for My Mother 
4465,17792606,1181.313468081999,Mine
9885,10473214,1181.301569237407,
6362,7841446,1181.184341181497,"In the Plex: How Google Thinks, Works, and Shapes Our Lives"
9611,14680,1181.1780153055686,La Chartreuse de Parme
6672,568099,1181.1768350735006,Waylander 
3162,45169,1181.1280903650718,Step on a Crack
7763,22892122,1181.0624074855264,Manwhore
4395,169879,1180.978278494057,
151,5526,1180.9620430370958,Dear John
9782,17671913,1180.9332984476714,"Batman, Volume 3: Death of the Family"
5215,62212,1180.9100862398361,In the Company of the Courtesan
6116,6115138,1180.7376319347784,Sworn to Silence
9645,27207654,1180.6608733852631,
1203,17184,1180.609895811002,The Invisible Man
5086,16131193,1180.5320330081258,The Astronaut Wives Club
4143,25153134,1180.5063561965917,Follow You Home
4510,15799936,1180.501675769293,How to Tell If Your Cat Is Plotting to Kill You
3276,43930,1180.4073250020929,Gone for Good
2541,15990969,1180.380945304133,Ten Tiny Breaths
4806,16119079,1180.3803652205454,
7830,4488657,1180.3380690785996,??????? ???? ?????
4606,20575411,1180.3036578029887,Lila
5266,1166131,1180.2953460057881,"The Recruit (Cherub, #1)"
6213,15743078,1180.2607662346131,
1965,59810,1180.1634391496552,Jewels of the Sun
1243,5152478,1180.1509483405812,Wintergirls
6366,10836810,1180.1423906297248,The Last Nude
8225,341281,1180.1203680388046,The Woodlanders
8329,8720917,1180.0618342198213,You Against Me
6675,15733851,1180.0220342394189,You Had Me At Hello
2320,26,1179.9972278036216,The Lost Continent: Travels in Small-Town America
9454,429024,1179.9903041892655,The Old Curiosity Shop
2278,27,1179.9000755644763,Neither Here Nor There: Travels in Europe
7731,276877,1179.8425881275623,Absolute Fear
8018,13152998,1179.6943098922677,Home
4987,18114142,1179.4818492635527,
186,24770,1179.3927902626408,Uglies
1975,25,1179.3052455755926,Notes from a Big Country
6785,15733523,1179.2834881296408,The Krishna Key
189,12262741,1179.227216814495,Wild: From Lost to Found on the Pacific Crest Trail 
6985,127451,1179.1988904654029,"Don't Die, My Love"
7921,8643220,1179.1508179445027,Vampire Academy: The Graphic Novel
3714,325085,1179.1308147412024,Nicholas Nickleby
4535,211099,1179.0269621361444,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way"
5655,17707605,1178.9884559956906,W is for Wasted
3293,23156040,1178.7204681799215,Storia di chi fugge e di chi resta
9658,20505127,1178.672003502658,Daughter
7227,13057939,1178.6001695831756,In the Shadow of the Banyan
207,6493208,1178.5743800882913,The Immortal Life of Henrietta Lacks
8162,40471,1178.330440485582,Outer Dark
6436,95607,1178.3209596174004,Unveiled: Tamar (Lineage of Grace #1)
5126,6449290,1178.3023468867782,The Girl Who Fell From the Sky
7588,68483,1178.2227594891674,The Vor Game
4953,11051889,1177.964390640327,
4892,148821,1177.7413716749104,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture
273,22034,1177.4178119679107,The Godfather
7502,730501,1177.1548004588599,What Katy Did  
885,17235026,1177.131329209872,The Girl with All the Gifts
8345,17910544,1177.112415266187,Glitter and Glue
9490,38562,1177.1120488013223,A Bite to Remember
289,10335308,1177.0500342597375,Is Everyone Hanging Out Without Me? (And Other Concerns)
4765,207266,1176.9066471521178,The Adventures of Captain Underpants
307,33724,1176.8299648962025,Can You Keep a Secret?
1588,10579,1176.7293763275486,Everything's Eventual: 14 Dark Tales
8545,608906,1176.7100345129506,Firestar's Quest
6183,18825,1176.6995772180883,Money
6416,44133,1176.6745783771548,The Winter's Tale
314,4894,1176.6283899647415,Who Moved My Cheese?
760,6063187,1176.6177603943065,Twenties Girl
759,9532,1176.5701096292667,Ender's Shadow
3391,139855,1176.5225375024727,Knowing God
411,567795,1176.4915602626613,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate
699,16181,1176.4879534018557,The Constant Princess
317,15818107,1176.4463622628034,Orphan Train
633,12033455,1176.3969174998763,I've Got Your Number
2335,99944,1176.3594936529591,????????? [Bhagavadg?t?]
1006,35982,1176.355251592822,My Horizontal Life: A Collection of One-Night Stands
508,1358844,1176.3479821958806,Remember Me?
6857,142079,1176.3107381615584,S is for Silence
347,16143347,1176.286627694797,We Were Liars
1082,82970,1176.2150105846913,Lucky
5993,56899,1176.1515997847716,Aura
9796,18342283,1176.0400650536353,Command Authority
7628,978098,1175.9969028691198,Auschwitz: A New History
1092,8652190,1175.9342982264245,Awakened
2368,9680718,1175.9017784589842,Half-Blood
7192,18667976,1175.5843672590286,The Secret Life of Violet Grant
2423,69136,1175.4160914727381,The Book of Lost Things
7583,23363928,1175.3809297214755,The Library at Mount Char
7144,60929,1175.167638800454,Dawn
7234,17607848,1174.848765887407,Afterburn
5916,7203690,1174.8218433681427,Chasing Perfect
8169,119838,1174.7911153991367,Tears of a Tiger
8249,4285768,1174.7796181246852,Tea Time for the Traditionally Built
4887,659622,1174.7539054345766,Garden of Shadows
3492,34452,1174.731524017825,"Many Lives, Many Masters"
8877,23885,1174.6891158932501,El coronel no tiene quién le escriba
8399,53200,1174.682569249692,Black Holes and Baby Universes and Other Essays
7312,65399,1174.6588589720584,Sullivan's Island
7190,9528186,1174.6219130269467,
8163,16175040,1174.2849409836015,Endless Knight 
6524,13560262,1174.2540028588865,
4974,4835838,1174.106075026458,11 Birthdays
3260,7897478,1173.9435096755276,"The Bedwetter: Stories of Courage, Redemption and Pee"
7913,24041443,1173.7651314631307,We Never Asked for Wings
8765,99218,1173.6313801965373,Dune: The Machine Crusade 
9994,15613,1173.5586371042054,"Billy Budd, Sailor"
7780,4714126,1173.5299576272726,"The Walking Dead, Vol. 9: Here We Remain"
5649,23746004,1173.3088271197832,Black-Eyed Susans
7058,12542,1173.2157368806165,Grace [Eventually]: Thoughts on Faith
810,18812405,1173.1491679542348,The Good Girl
8297,33906,1173.0520776850872,Story of a Girl
8358,6251012,1173.0028140221925,UR
9795,201145,1172.948834804645,A Kiss for Little Bear
8164,40992,1172.8538925452472,Shadow & Claw
8929,1823,1172.8429395812975,Them: Adventures with Extremists
5872,44644,1172.825730451327,Principle Centered Leadership
6024,30005,1172.814865854829,Red Harvest
782,4134071,1172.7513826345491,Hunted
5551,318404,1172.7035710407417,"Drums, Girls & Dangerous Pie"
4674,6566616,1172.586476993094,Crocodile Tears
5690,35332,1172.47784878613,Remember
6519,14404,1172.456706844504,The Monkey's Raincoat
4524,207569,1172.1703509577953,The Sign of the Beaver
3101,6335026,1171.8780108166716,The Weight of Silence
9930,10940958,1171.8373399339503,Blue Monday
7445,479561,1171.77374545987,The Neutronium Alchemist
1993,17337562,1171.6474392829498,"Forever Too Far (Too Far, #3)"
3949,522776,1171.6230618058312,The Wolf of Wall Street
6822,27525,1171.4937678284634,Armageddon: The Cosmic Battle of the Ages
800,6224935,1171.2991759269771,This Is Where I Leave You
9887,31087,1171.271183924274,Passion's Reign
9527,22571696,1171.2562011498376,Obsession in Death
2583,393199,1171.1714898257965,Down and Out in Paris and London
9955,31975,1171.0183274493093,"Astonishing X-Men, Volume 2: Dangerous"
9300,11429,1170.9510706090696,Ever After
8719,11714997,1170.9495337981118,The Underworld
1441,21844019,1170.9066643696895,The Rosie Effect
6686,7332753,1170.7189023424278,Hitch-22: Some Confessions and Contradictions
7506,359194,1170.503423630387,The Lucifer Effect: Understanding How Good People Turn Evil
4851,29868610,1170.3010762445294,Scrappy Little Nobody
5893,11057626,1170.300719878366,Red Mist
1121,12751687,1170.2361306869552,Finale
2182,8204005,1170.2260271097962,"Love Unscripted (Love, #1)"
490,2866718,1170.074214004339,Untamed: A House of Night Novel
4731,137098,1170.0213349472326,The Little Lady Agency
7779,5148720,1169.9742706584286,Succubus Heat
525,17231,1169.9342872450475,Darkly Dreaming Dexter
8445,13063,1169.910555325933,
9476,15818278,1169.65951448808,The one I left behind
8047,823412,1169.6551762083025,Cook with Jamie
1284,10194514,1169.4194927839296,Pushing the Limits
1657,18297707,1169.2283838698356,Tangled
7468,11279,1169.2065476545351,Summer of Night
433,7791997,1169.1137436440558,Crescendo
7003,23675858,1169.09799801295,Departure
9094,57736,1168.9780689884744,Shoeless Joe
9329,62233,1168.7478310291692,The Elves of Cintra 
5007,720298,1168.4832331422838,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself
7397,15852,1168.2996309368555,Über die spezielle und die allgemeine Relativitätstheorie
565,25041504,1168.2859397309912,After You
6227,23157777,1168.2290702864123,Fool's Quest
4568,18244799,1168.1508714259883,Hardwired
7626,11734251,1168.1210996313896,Death of Kings
8464,133767,1168.0579803763442,Glorious Appearing: The End of Days
6793,1291211,1167.906641654281,Class A (Cherub #2)
7203,342994,1167.8261343550266,Den Lille Pige med Svovlstikkerne
2530,6255144,1167.6074173052714,The Black Circle
4479,8475505,1167.4675283844274,Rebel Belle
6858,1303564,1167.4651583223012,Maximum Security (Cherub #3)
9434,1153709,1167.451608886289,Hairy Maclary from Donaldson's Dairy
7071,13227319,1167.2008111049508,"Wonder Woman, Volume 1: Blood"
9369,10295484,1167.1880150284483,Heart on a Chain
3106,16062211,1167.180689561267,The Proposition
7692,23158207,1167.127460225782,How Google Works
4756,201175,1167.0170686765873,Rapture in Death
8489,797094,1167.01128445254,The Flood
9478,21433251,1166.8295068311725,Manga Classics: Les Misérables
7666,452244,1166.8263883266154,Lost Souls
9740,9018370,1166.8261355355542,"The Walking Dead, Vol. 13: Too Far Gone"
6986,40482,1166.8249320844634,Harvest 
3265,4634266,1166.6808683485024,NARUTO -???- ????? 
9089,4566934,1166.6469221270456,Winter in Tokyo
6271,92307,1166.639645897516,Sein und Zeit
6437,92254,1166.635592582342,
8559,19049,1166.5779844485905,What the Bleep Do We Know!?: Discovering the Endless Possibilities for Altering Your Everyday Reality
8914,2067,1166.5493211976295,Breaking the Spell: Religion as a Natural Phenomenon
9398,6261477,1166.5453742362927,Homer's Odyssey 
7458,54492,1166.5259838782617,The Prisoner of Zenda
8412,40271,1166.5199883100222,Alvin Journeyman (Tales of Alvin Maker #4)
9756,1145862,1166.438644972424,"Stand Tall, Molly Lou Melon"
9755,13508021,1166.4005399890582,The Midwife of Hope River 
3885,18553,1166.3829824971058,The Cay
5348,534255,1166.3480488101548,Autobiography of a Face
5401,93731,1166.3059032942995,Princess in Pink
4003,9646,1166.1876545355667,Homage to Catalonia
642,1326258,1166.1864015929782,Chosen: A House of Night Novel
8213,419103,1166.1485566929061,Sin City: The Big Fat Kill
8560,15954540,1166.1201174063053,The Wretched of Muirwood
6608,8727466,1166.0309547264362,Why We Get Fat: And What to Do about It
9616,182683,1166.0200919350402,Fame
2199,7182899,1166.006869681356,
7406,11031,1165.915145437855,La tabla de Flandes
9567,1207980,1165.867052371138,Helmet For My Pillow (Military History (Ibooks))
8679,11432,1165.865702730004,Reunion
8551,11436,1165.858924924825,Rejoice
3731,17831614,1165.8543934988174,Beautiful Player
811,16070903,1165.771577809244,"Fallen Too Far (Too Far, #1)"
7653,11430,1165.7354766574713,Return
6848,22669832,1165.5919063271617,
6708,12016,1165.56770110745,Look to Windward
9783,26599,1165.479216893607,Selected Poems
6825,7853757,1165.3984864982217,Moonlight Mile 
9717,13414599,1165.3080125603324,"Happier at Home: Kiss More, Jump More, Abandon a Project, Read Samuel Johnson, and My Other Experiments in the Practice of Everyday Life"
7717,313256,1165.0852572261006,Dark challenge
5693,18754961,1165.045196627549,Blood Magick
8127,16948,1164.9471164579265,Children of God
6447,47620,1164.9079027227215,Grim Tuesday
4912,233044,1164.82862935221,The Shop on Blossom Street
7535,313263,1164.7789900400217,Dark Fire
9201,17727276,1164.6540574048774,Hard Choices
1294,17029526,1164.5164399870757,"Never Too Far (Too Far, #2)"
8243,1233478,1164.5110865510574,Embrace the Night
1432,28187230,1164.4690858303766,The Woman in Cabin 10
5666,5175,1164.456205478226,What Looks Like Crazy on an Ordinary Day
7063,108385,1164.2511763246437,Dark Gold (Dark #3)
3530,65497,1164.1731537262312,"Love Comes Softly (Love Comes Softly, #1)"
5041,74036,1164.156032824225,Ceremony in Death
6356,10517947,1164.0469568802393,Full Black
5697,12867423,1163.9101895926024,
1928,13360,1163.800630595745,Battlefield of the Mind: Winning the Battle in Your Mind
9013,760025,1163.7721834843564,Positioning: The Battle for Your Mind
1901,3613997,1163.6613392059844,The Associate
7997,174879,1163.5862932222506,On Becoming a Person:  A Therapist's View of Psychotherapy
7110,4485966,1163.578770843351,Talent Is Overrated: What Really Separates World-Class Performers from Everybody Else
6327,9724798,1163.5706656158006,The Violets of March
4906,28899,1163.4112783079722,Heat
2019,603204,1162.8522663131212,How to Cook Everything: Simple Recipes for Great Food
4600,25690958,1162.7891725096765,
9288,313267,1162.780289799128,"Dark Destiny (Carpathians, #13)"
4422,238126,1162.598292846201,Immortal in Death 
2336,431,1162.3594194406562,The New York Trilogy
9892,16081202,1162.2622818794184,Open Road Summer
833,4502877,1162.1724427835009,Midnight Sun (Partial Draft)
4057,13547381,1162.088494344519,Love Anthony
1941,10211494,1162.0743168520678,
7891,17167572,1161.8315821917715,The Long War
5207,3253215,1161.7597090359584,"An Illustrated Life: Drawing Inspiration From The Private Sketchbooks Of Artists, Illustrators And Designers"
5834,6340471,1161.7369354608227,Cleopatra's Daughter
3908,861326,1161.7054048463622,The Viscount Who Loved Me
9448,125958,1161.669909903157,Skin
7340,26123,1161.657304371439,Learned Optimism: How to Change Your Mind and Your Life
